Year,Team,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
2018,Old Dominion,25,7,73.3,62.8,10.53,-1.27,-0.99,10.25,9.27
2018,SMU,17,16,69.5,64.1,5.42,3.66,-0.03,9.11,9.08
2018,New Mexico St.,28,6,75.6,64.2,11.44,-1.1,1.87,7.19,9.06
2018,Boston College,19,16,76.4,74.6,1.8,7.2,7.87,1.13,9.0
2018,St. Bonaventure,26,8,77.1,70.8,6.26,2.61,5.9,2.97,8.87
2018,Vanderbilt,12,20,72.4,74.0,-1.63,10.14,4.78,3.73,8.52
2018,Illinois,14,18,75.8,73.8,2.0,7.53,7.21,1.29,8.5
2018,Fresno St.,21,11,76.8,68.8,8.06,1.84,2.64,5.53,8.17
2018,Iowa,14,19,79.7,78.7,1.0,7.13,10.7,-2.58,8.13
2018,Stanford,19,16,75.9,74.9,0.94,7.14,5.37,2.71,8.08
2018,BYU,24,11,74.3,67.8,6.51,1.53,2.21,5.83,8.05
2018,Buffalo,27,9,84.6,76.2,8.47,0.25,11.64,-3.66,7.99
2018,Wake Forest,11,20,73.3,74.4,-1.03,8.79,5.71,2.05,7.76
2018,Washington,21,13,74.6,73.0,1.59,6.06,4.03,3.58,7.62
2018,Louisiana,27,7,83.2,70.8,12.38,-2.55,7.31,0.27,7.58
2018,Oregon St.,16,16,73.1,70.3,2.75,4.56,1.06,6.25,7.31
2018,Temple,17,16,69.9,70.5,-0.55,7.79,2.27,4.97,7.25
2018,UNLV,20,13,83.4,78.1,5.33,1.87,11.13,-3.92,7.2
2018,Georgetown,15,15,78.3,76.5,1.87,5.29,7.37,-0.21,7.16
2018,Minnesota,15,17,75.2,75.1,0.09,6.91,6.43,0.58,7.0
2018,Iowa St.,13,18,72.8,75.5,-2.61,9.49,4.91,1.97,6.88
2018,Murray St.,26,6,78.6,66.2,12.44,-3.53,2.89,3.99,6.87
2018,Mississippi,12,20,75.8,78.1,-2.31,9.16,7.96,-1.11,6.85
2018,South Dakota St.,28,7,84.5,74.3,10.26,-0.38,8.68,-1.84,6.84
2018,DePaul,11,20,71.9,73.8,-1.9,8.45,1.67,4.88,6.55
2018,Montana,26,8,77.2,68.5,8.71,-2.24,2.31,3.97,6.29
2018,South Dakota,26,9,80.9,68.7,12.23,-2.6,3.65,2.53,6.17
2018,Colorado,17,15,72.1,73.0,-0.94,7.0,0.75,5.32,6.06
2018,New Mexico,19,15,82.2,77.7,4.53,3.3,8.6,-2.78,5.81
2018,Belmont,24,9,77.6,69.2,8.42,-2.88,3.25,2.29,5.54
2018,Rutgers,15,19,65.2,64.8,0.35,6.84,-4.68,10.18,5.5
2018,Georgia Tech,13,19,65.7,67.9,-2.22,7.46,-2.91,8.15,5.25
2018,Utah Valley,23,11,78.1,67.9,10.21,-1.76,3.28,1.8,5.08
2018,Tulsa,19,12,73.5,70.9,2.58,2.38,2.19,2.77,4.96
2018,UAB,20,13,76.8,69.8,7.06,-0.65,2.82,2.08,4.9
2018,Vermont,27,8,73.9,65.1,8.86,-3.16,-0.07,4.97,4.9
2018,Northern Kentucky,22,10,77.7,66.0,11.69,-4.07,0.73,4.09,4.83
2018,UCF,19,13,62.7,61.7,1.0,3.76,-7.49,12.24,4.76
2018,UNC Greensboro,27,8,73.2,62.5,10.66,-3.87,-3.77,8.3,4.54
2018,Bucknell,25,10,81.1,73.1,7.94,-3.46,6.85,-2.36,4.49
2018,Furman,23,10,79.4,68.5,10.88,-3.64,2.59,1.84,4.43
2018,Wyoming,20,13,79.8,78.7,1.09,3.54,7.97,-3.71,4.26
2018,Marshall,25,11,83.8,79.1,4.67,0.44,10.29,-6.08,4.21
2018,Northern Iowa,16,16,64.3,62.2,2.06,3.87,-7.03,11.03,4.0
2018,Grand Canyon,22,12,73.9,65.1,8.79,-4.8,-1.32,5.1,3.78
2018,Saint Joseph's,16,16,74.1,72.2,1.88,1.9,2.35,1.43,3.78
2018,East Tennessee St.,25,9,75.2,65.9,9.26,-4.09,-1.75,5.47,3.72
2018,Northern Colorado,26,12,81.1,73.1,8.0,-2.27,4.97,-1.3,3.67
2018,Northeastern,23,10,74.9,68.8,6.12,-1.61,-0.46,4.1,3.64
2018,VCU,18,15,76.0,74.8,1.12,2.43,4.89,-1.35,3.55
2018,Georgia St.,24,11,74.7,67.3,7.37,-2.78,0.04,3.18,3.22
2018,Missouri St.,18,15,70.1,66.6,3.52,0.43,-1.05,4.1,3.06
2018,San Diego,20,14,70.1,66.6,3.56,0.5,-2.32,5.18,2.86
2018,Stephen F. Austin,28,7,80.5,68.2,12.37,-6.47,1.51,1.16,2.66
2018,Toledo,23,11,79.0,74.5,4.56,-1.75,4.86,-2.21,2.65
2018,Saint Louis,17,16,65.8,65.4,0.39,2.92,-6.41,8.98,2.58
2018,Utah St.,17,17,73.2,72.5,0.68,2.65,-0.36,2.67,2.31
2018,Penn,24,9,75.9,68.9,7.03,-3.16,0.03,2.22,2.24
2018,UT Arlington,21,13,77.6,73.5,4.12,-1.44,4.24,-2.04,2.2
2018,UC Santa Barbara,23,9,75.8,69.1,6.69,-3.37,1.88,0.22,2.1
2018,Bradley,20,13,67.4,64.7,2.64,0.35,-4.27,6.34,2.07
2018,Florida Gulf Coast,23,12,81.3,71.9,9.49,-5.44,3.47,-1.54,1.94
2018,Charleston,26,8,74.6,68.6,6.03,-3.29,-1.6,3.43,1.83
2018,Memphis,21,13,70.8,71.2,-0.35,2.16,0.72,1.09,1.81
2018,La Salle,13,19,72.9,73.8,-0.84,2.54,2.32,-0.63,1.7
2018,Dayton,14,17,72.4,73.5,-1.06,2.71,1.19,0.45,1.64
2018,Indiana St.,13,18,72.5,72.7,-0.16,2.43,2.34,-0.8,1.53
2018,Southern Illinois,20,13,69.9,69.1,0.85,0.65,-0.9,2.27,1.37
2018,Louisiana Tech,17,16,74.8,70.6,4.15,-0.12,0.09,1.24,1.33
2018,Tulane,14,17,73.2,74.1,-0.87,2.08,2.53,-1.32,1.21
2018,North Texas,20,18,74.4,71.1,3.29,-0.4,-0.26,1.41,1.16
2018,San Francisco,22,17,68.8,68.7,0.1,1.63,-3.68,4.8,1.13
2018,Connecticut,14,18,68.2,73.1,-4.97,6.05,-0.57,1.65,1.08
2018,Illinois St.,18,15,71.6,73.3,-1.64,3.67,1.86,-0.79,1.07
2018,Rider,22,10,81.9,78.3,3.59,-2.65,7.85,-6.91,0.94
2018,UC Davis,22,11,72.4,67.9,4.45,-1.84,-1.63,2.5,0.87
2018,Idaho,22,9,75.2,68.8,6.32,-3.94,-1.49,2.31,0.82
2018,Iona,20,14,79.5,76.5,2.94,-2.19,5.7,-4.95,0.75
2018,Evansville,17,15,65.4,63.9,1.53,1.35,-7.23,7.92,0.68
2018,Washington St.,12,19,73.2,77.8,-4.55,5.21,3.0,-2.33,0.67
2018,Valparaiso,15,17,70.4,68.2,2.19,0.93,-1.32,1.94,0.63
2018,Wright St.,25,10,71.4,65.9,5.51,-3.64,-4.33,4.91,0.58
2018,Canisius,21,12,76.3,71.1,5.24,-4.8,0.79,-0.35,0.44
2018,Albany,22,10,74.2,68.2,6.03,-5.4,-1.62,1.64,0.02
2018,Weber St.,20,11,78.5,70.8,7.71,-2.87,0.58,-0.57,0.02
2018,Eastern Washington,20,15,74.8,72.0,2.83,-1.54,-1.31,1.28,-0.03
2018,Towson,18,14,76.4,71.2,5.22,-3.12,0.14,-0.26,-0.12
2018,Portland St.,20,14,85.2,79.4,5.85,-1.04,9.02,-9.15,-0.14
2018,Richmond,12,20,71.8,75.6,-3.78,3.61,1.28,-1.45,-0.17
2018,UC Irvine,18,17,69.7,67.1,2.57,-0.34,-5.47,5.26,-0.22
2018,Eastern Michigan,22,13,71.7,66.8,4.86,-2.81,-6.0,5.77,-0.23
2018,Harvard,18,14,68.2,66.5,1.66,-1.7,-6.03,5.75,-0.28
2018,Jacksonville St.,23,13,71.9,65.8,6.06,-4.87,-5.31,5.01,-0.3
2018,Drake,17,17,73.7,73.4,0.32,0.58,1.05,-1.55,-0.51
2018,Hofstra,19,12,79.5,77.3,2.16,-1.6,3.37,-3.91,-0.53
2018,Georgia Southern,21,12,75.9,70.2,5.73,-3.28,0.0,-0.54,-0.54
2018,Pacific,14,18,71.3,72.4,-1.13,1.8,-1.25,0.7,-0.55
2018,George Washington,15,18,67.4,70.3,-2.85,2.13,-4.1,3.38,-0.72
2018,Mercer,19,15,75.3,69.8,5.53,-3.5,-0.19,-0.69,-0.87
2018,Cal St. Fullerton,20,12,72.4,70.2,2.28,-1.03,-0.27,-0.66,-0.93
2018,Wofford,21,13,75.8,70.7,5.09,-2.45,-0.73,-0.24,-0.97
2018,Duquesne,16,16,72.4,70.2,2.25,-3.33,-0.91,-0.17,-1.08
2018,Ball St.,19,13,75.3,73.8,1.5,-2.0,0.46,-1.68,-1.22
2018,UTSA,20,15,78.3,75.1,3.2,-0.93,2.99,-4.23,-1.24
2018,William & Mary,19,12,85.0,81.6,3.39,-1.34,8.41,-9.79,-1.37
2018,Central Michigan,21,15,78.8,73.9,4.83,-3.24,2.0,-3.39,-1.39
2018,Purdue Fort Wayne,18,15,82.3,76.8,5.48,-3.24,4.68,-6.17,-1.48
2018,Troy,16,17,75.0,73.0,2.03,-2.12,0.28,-1.78,-1.5
2018,Winthrop,19,12,79.5,71.6,7.9,-5.85,2.45,-4.08,-1.63
2018,Massachusetts,13,20,71.9,74.7,-2.76,1.1,-0.05,-1.6,-1.65
2018,Oakland,19,14,78.2,76.2,1.94,-3.76,3.39,-5.21,-1.82
2018,North Dakota St.,15,17,74.4,70.8,3.69,-1.58,-3.34,1.49,-1.86
2018,Pittsburgh,8,24,62.0,72.4,-10.34,8.48,-6.22,4.35,-1.87
2018,UMBC,25,11,73.1,68.5,4.56,-3.84,-2.3,0.28,-2.02
2018,Lipscomb,23,10,82.1,77.7,4.36,-3.8,4.74,-6.84,-2.1
2018,Western Michigan,17,15,75.1,73.4,1.66,-1.99,-0.73,-1.49,-2.22
2018,Seattle,20,14,76.1,72.6,3.56,-3.09,-1.02,-1.3,-2.32
2018,Hawaii,17,13,70.1,69.0,1.1,-2.51,-4.75,2.42,-2.33
2018,Monmouth,11,20,75.4,76.5,-1.16,-1.25,1.26,-3.67,-2.41
2018,Princeton,13,16,72.6,71.8,0.79,-1.97,-2.21,-0.23,-2.44
2018,Ohio,14,17,75.3,75.9,-0.61,-1.65,1.12,-3.63,-2.52
2018,Radford,23,13,67.3,64.9,2.39,-4.09,-7.39,4.78,-2.62
2018,Liberty,22,15,70.8,63.6,7.24,-6.24,-6.46,3.78,-2.68
2018,Illinois Chicago,20,16,75.2,72.1,3.08,-4.21,-0.19,-2.73,-2.91
2018,George Mason,16,17,71.8,75.7,-3.82,0.85,-0.52,-2.45,-2.97
2018,Wagner,23,10,74.2,68.4,5.82,-6.9,-3.77,0.58,-3.19
2018,Austin Peay,19,15,73.9,71.9,1.94,-2.5,-0.62,-2.66,-3.28
2018,California,8,24,67.7,77.6,-9.91,6.05,-4.0,0.6,-3.4
2018,Nicholls St.,21,11,82.5,75.3,7.19,-5.86,2.88,-6.42,-3.54
2018,Miami OH,16,18,72.0,70.7,1.32,-1.15,-4.92,1.36,-3.56
2018,Kent St.,17,17,73.0,73.6,-0.59,-1.76,-1.96,-1.76,-3.73
2018,Long Beach St.,15,18,75.3,78.4,-3.06,0.89,3.42,-7.18,-3.76
2018,Colorado St.,11,21,72.3,79.3,-6.97,3.79,0.27,-4.13,-3.86
2018,UNC Asheville,21,13,75.2,73.5,1.71,-3.58,0.91,-4.83,-3.92
2018,Coastal Carolina,14,18,71.8,70.0,1.78,-2.42,-3.16,-0.78,-3.94
2018,Milwaukee,16,17,68.5,68.5,-0.03,-4.25,-7.01,2.86,-4.15
2018,Yale,16,15,74.6,73.8,0.77,-2.83,-1.6,-2.59,-4.19
2018,Southern Miss,16,18,70.6,72.0,-1.41,1.31,-3.97,-0.29,-4.26
2018,FIU,14,18,70.7,71.2,-0.5,-1.99,-3.24,-1.07,-4.3
2018,Air Force,12,19,68.5,72.4,-3.87,1.72,-5.94,1.63,-4.31
2018,Loyola Marymount,11,20,71.8,76.4,-4.61,1.09,-0.5,-3.85,-4.34
2018,Appalachian St.,15,18,76.4,74.2,2.18,-2.67,0.48,-5.31,-4.83
2018,Niagara,19,14,83.3,83.9,-0.64,-4.21,7.82,-12.66,-4.84
2018,Colgate,19,14,72.5,70.2,2.39,-5.72,-3.64,-1.21,-4.85
2018,Fairfield,17,16,75.9,77.2,-1.3,-3.68,0.07,-5.05,-4.98
2018,Manhattan,14,17,69.3,70.2,-0.9,-4.13,-7.0,1.96,-5.04
2018,Stony Brook,13,19,68.9,70.3,-1.38,-2.28,-5.85,0.77,-5.08
2018,Sam Houston St.,21,15,71.4,68.8,2.61,-4.8,-5.13,-0.02,-5.14
2018,Lamar,19,14,75.8,69.6,6.18,-7.23,-3.68,-1.51,-5.19
2018,Denver,15,15,73.1,73.0,0.1,-2.53,-4.1,-1.11,-5.21
2018,Saint Peter's,14,18,65.2,66.0,-0.88,-4.37,-12.49,7.24,-5.24
2018,UTEP,11,20,67.5,70.9,-3.32,-0.21,-6.84,1.53,-5.31
2018,Tennessee St.,15,15,66.6,67.0,-0.43,-2.98,-8.46,3.13,-5.34
2018,Florida Atlantic,12,19,69.5,70.1,-0.55,-0.14,-6.3,0.95,-5.35
2018,South Alabama,14,18,69.6,69.3,0.31,-2.87,-5.08,-0.36,-5.44
2018,James Madison,10,22,73.2,75.4,-2.28,-2.15,-2.64,-2.83,-5.47
2018,Hartford,19,14,70.5,70.2,0.24,-5.26,-4.48,-1.06,-5.54
2018,Columbia,8,19,76.4,77.2,-0.85,-3.02,1.83,-7.46,-5.63
2018,Campbell,18,16,75.9,70.9,4.97,-6.68,-1.36,-4.32,-5.68
2018,Idaho St.,14,16,73.7,74.4,-0.7,-3.69,-3.36,-2.4,-5.76
2018,Central Arkansas,18,17,80.5,79.0,1.51,-5.97,4.92,-10.74,-5.83
2018,Tennessee Tech,19,14,73.1,72.4,0.76,-3.54,-3.17,-2.66,-5.83
2018,Texas St.,15,18,66.4,65.8,0.55,-3.45,-10.39,4.55,-5.84
2018,St. Francis PA,18,13,79.0,76.0,3.06,-6.71,0.65,-6.77,-6.12
2018,Louisiana Monroe,16,16,69.8,68.3,1.5,-3.31,-6.29,0.02,-6.28
2018,Bowling Green,16,16,75.9,77.8,-1.91,-2.88,-0.64,-5.74,-6.38
2018,Southeastern Louisiana,22,12,71.7,69.3,2.41,-6.2,-6.85,0.45,-6.4
2018,Lehigh,16,14,77.9,77.8,0.1,-5.65,2.82,-9.23,-6.41
2018,Pepperdine,6,26,71.3,78.6,-7.28,1.82,-1.13,-5.37,-6.5
2018,Cal St. Bakersfield,12,18,66.0,68.9,-2.9,-0.73,-9.68,3.1,-6.58
2018,Portland,10,22,69.4,74.1,-4.72,2.43,-4.96,-1.65,-6.6
2018,Oral Roberts,11,21,72.9,77.6,-4.75,1.05,-2.41,-4.25,-6.66
2018,Northern Illinois,13,19,72.5,75.2,-2.75,-1.71,-3.34,-3.37,-6.71
2018,Fordham,9,22,62.3,70.3,-8.0,1.26,-9.64,2.91,-6.74
2018,High Point,14,16,70.9,66.4,4.43,-6.38,-7.63,0.88,-6.75
2018,Akron,14,18,71.8,75.3,-3.59,-1.92,-3.55,-3.27,-6.82
2018,Elon,14,18,73.3,76.2,-2.84,-1.69,-1.66,-5.23,-6.89
2018,Navy,20,12,68.7,66.4,2.31,-7.2,-8.94,2.03,-6.91
2018,Delaware,14,19,70.8,73.6,-2.73,-2.96,-5.63,-1.3,-6.93
2018,Santa Clara,11,20,66.1,71.7,-5.68,0.61,-8.38,1.37,-7.01
2018,Drexel,13,20,74.4,78.5,-4.15,-2.48,-1.54,-5.66,-7.2
2018,NJIT,14,16,74.9,73.2,1.7,-5.53,-6.39,-0.86,-7.25
2018,South Florida,10,22,63.3,70.6,-7.31,0.06,-8.95,1.7,-7.25
2018,UNC Wilmington,11,21,79.4,83.4,-3.94,-1.15,3.77,-11.29,-7.52
2018,Texas Southern,16,20,77.4,79.4,-2.0,-5.53,2.19,-9.71,-7.53
2018,North Dakota,12,20,75.8,81.6,-5.78,-0.19,1.96,-9.58,-7.63
2018,Southern Utah,13,19,75.5,80.7,-5.22,-0.87,0.64,-8.28,-7.64
2018,UT Rio Grande Valley,15,18,75.5,78.3,-2.85,-2.86,1.12,-8.85,-7.73
2018,Brown,11,16,77.0,79.0,-1.96,-4.67,0.56,-8.34,-7.78
2018,Robert Morris,16,17,68.8,70.7,-1.88,-6.1,-7.79,-0.19,-7.98
2018,Southeast Missouri St.,14,17,76.0,77.8,-1.87,-4.88,2.18,-10.3,-8.12
2018,Mount St. Mary's,18,14,72.8,71.9,0.94,-8.03,-5.91,-2.22,-8.13
2018,Charleston Southern,15,16,72.0,68.8,3.19,-6.16,-6.7,-1.46,-8.16
2018,Boston University,15,16,70.5,71.8,-1.29,-5.83,-5.76,-2.58,-8.33
2018,Eastern Illinois,12,19,66.6,68.4,-1.77,-3.4,-8.63,0.3,-8.33
2018,New Hampshire,10,21,67.8,67.3,0.58,-4.31,-8.89,0.51,-8.38
2018,UC Riverside,9,22,65.3,69.8,-4.48,-1.54,-8.94,0.44,-8.5
2018,Green Bay,13,20,76.3,75.7,0.55,-4.08,-0.83,-7.68,-8.51
2018,LIU,18,17,77.0,76.4,0.63,-8.19,-0.12,-8.48,-8.6
2018,Army,13,17,74.3,74.1,0.23,-7.17,-2.9,-5.71,-8.62
2018,Rice,7,24,68.2,75.7,-7.52,-0.04,-5.67,-2.96,-8.63
2018,Montana St.,13,19,76.1,78.9,-2.81,-3.52,-1.98,-6.71,-8.69
2018,East Carolina,10,20,66.4,74.9,-8.5,-0.22,-4.74,-3.98,-8.72
2018,San Jose St.,4,26,65.8,75.3,-9.53,2.91,-8.08,-0.66,-8.74
2018,Cornell,12,16,75.9,80.4,-4.5,-3.24,0.79,-9.58,-8.8
2018,Sacramento St.,7,25,67.4,73.7,-6.28,-0.74,-8.06,-0.85,-8.9
2018,New Orleans,16,17,69.6,70.4,-0.76,-5.78,-8.44,-0.57,-9.01
2018,Abilene Christian,16,16,73.7,71.2,2.5,-6.82,-6.3,-2.85,-9.14
2018,Hampton,18,16,79.5,76.6,2.94,-9.56,-3.05,-6.32,-9.37
2018,Quinnipiac,12,21,71.6,76.7,-5.06,-4.44,-4.19,-5.31,-9.5
2018,UMass Lowell,12,18,76.2,78.5,-2.33,-5.77,0.89,-10.42,-9.53
2018,Arkansas St.,11,21,74.0,78.8,-4.81,-3.02,-0.59,-9.07,-9.65
2018,Gardner Webb,14,18,70.6,72.1,-1.53,-3.81,-6.6,-3.11,-9.7
2018,Lafayette,10,21,71.2,74.4,-3.23,-6.04,-4.47,-5.3,-9.77
2018,IUPUI,11,19,68.2,72.7,-4.43,-3.53,-8.15,-1.66,-9.82
2018,Nebraska Omaha,9,22,76.5,83.5,-6.94,0.33,0.71,-10.59,-9.88
2018,Holy Cross,12,19,63.6,67.7,-4.1,-5.82,-11.72,1.8,-9.92
2018,Charlotte,6,23,71.2,79.9,-8.66,0.27,-2.28,-7.84,-10.13
2018,Prairie View A&M,16,18,75.3,76.7,-1.47,-7.71,-2.21,-7.92,-10.13
2018,UMKC,10,22,70.3,76.5,-6.13,-1.02,-5.57,-4.62,-10.19
2018,Binghamton,11,20,69.3,70.4,-1.1,-6.34,-8.49,-1.78,-10.27
2018,Dartmouth,7,20,68.2,73.0,-4.78,-4.0,-7.57,-2.74,-10.31
2018,Fairleigh Dickinson,13,18,74.6,75.8,-1.19,-5.66,-2.62,-7.79,-10.41
2018,Little Rock,7,25,63.7,70.1,-6.38,-2.22,-11.98,1.53,-10.45
2018,Siena,8,24,67.7,75.2,-7.47,-2.99,-7.5,-2.96,-10.46
2018,Tennessee Martin,10,21,68.9,72.7,-3.81,-4.96,-9.17,-1.35,-10.52
2018,Eastern Kentucky,11,20,71.9,76.5,-4.55,-3.68,-4.16,-6.42,-10.57
2018,Morehead St.,8,21,70.4,76.0,-5.55,-1.91,-5.9,-4.75,-10.65
2018,Cleveland St.,12,23,68.6,74.7,-6.03,-3.64,-7.18,-3.64,-10.82
2018,Western Illinois,12,16,71.9,71.8,0.11,-2.28,-7.92,-3.15,-11.07
2018,Chattanooga,10,23,69.4,73.5,-4.09,-4.05,-7.86,-3.23,-11.09
2018,Samford,10,22,77.6,82.5,-4.88,-3.37,2.48,-13.58,-11.1
2018,Kennesaw St.,10,20,72.7,77.6,-4.87,-4.31,-5.7,-5.47,-11.17
2018,Sacred Heart,10,21,68.7,72.2,-3.48,-6.98,-7.88,-3.5,-11.38
2018,North Florida,14,19,80.8,87.1,-6.21,-1.74,5.03,-16.43,-11.4
2018,Cal Poly,9,22,67.2,74.3,-7.1,-1.83,-6.42,-5.14,-11.56
2018,Central Connecticut,14,18,67.8,71.9,-4.03,-7.59,-9.06,-2.56,-11.62
2018,Western Carolina,13,19,68.4,75.6,-7.16,-1.63,-7.12,-4.78,-11.9
2018,McNeese St.,12,17,75.3,76.2,-0.86,-6.1,-3.37,-8.69,-12.06
2018,Bethune Cookman,18,14,81.9,79.5,2.44,-12.46,1.77,-13.96,-12.19
2018,St. Francis NY,13,18,72.9,76.0,-3.13,-7.31,-4.87,-7.38,-12.24
2018,Texas A&M Corpus Chris,11,18,67.7,70.9,-3.24,-6.57,-9.42,-2.88,-12.3
2018,Stetson,12,20,75.4,78.0,-2.63,-6.45,-4.84,-7.55,-12.38
2018,SIU Edwardsville,9,21,69.7,78.7,-9.07,-3.36,-4.65,-7.78,-12.43
2018,Detroit Mercy,8,24,78.6,85.7,-7.09,-2.07,1.68,-14.15,-12.47
2018,Marist,6,25,72.2,81.1,-8.9,-3.57,-4.13,-8.35,-12.48
2018,North Carolina A&T,20,15,74.9,74.4,0.51,-11.22,-5.62,-6.96,-12.58
2018,Loyola MD,9,22,69.5,75.0,-5.55,-5.25,-6.95,-5.76,-12.71
2018,Grambling St.,17,14,72.8,74.9,-2.06,-10.3,-6.18,-6.78,-12.97
2018,Norfolk St.,14,19,72.7,73.2,-0.55,-10.19,-7.89,-5.1,-12.99
2018,North Carolina Central,19,16,72.0,69.3,2.71,-12.31,-11.13,-2.06,-13.18
2018,Jacksonville,15,18,72.9,75.2,-2.33,-6.12,-7.85,-5.54,-13.39
2018,Cal St. Northridge,6,24,66.1,73.5,-7.43,-3.53,-9.03,-4.46,-13.5
2018,The Citadel,11,21,82.5,88.1,-5.63,-2.95,5.8,-19.43,-13.64
2018,Youngstown St.,8,24,75.3,82.7,-7.41,-2.56,-1.22,-12.44,-13.66
2018,Presbyterian,11,21,66.4,71.0,-4.66,-5.53,-11.69,-2.64,-14.33
2018,Southern,15,18,69.1,71.8,-2.73,-9.57,-9.61,-4.93,-14.54
2018,American,6,24,65.4,73.8,-8.47,-6.16,-10.26,-4.37,-14.63
2018,Maine,6,26,66.9,75.3,-8.38,-3.27,-8.02,-6.62,-14.64
2018,Northern Arizona,5,27,65.6,78.5,-12.88,-1.04,-8.56,-6.11,-14.67
2018,Arkansas Pine Bluff,14,21,65.9,71.4,-5.49,-9.36,-10.56,-4.29,-14.84
2018,Morgan St.,13,18,73.3,75.4,-2.1,-11.98,-8.69,-6.43,-15.11
2018,VMI,9,21,65.1,73.8,-8.67,-4.25,-12.06,-3.37,-15.43
2018,Houston Christian,6,25,76.8,84.4,-7.58,-3.97,-0.54,-15.6,-16.14
2018,Howard,10,23,74.2,80.4,-6.21,-9.74,-3.42,-13.84,-17.26
2018,USC Upstate,7,25,75.8,85.1,-9.34,-4.35,-1.18,-16.27,-17.46
2018,Jackson St.,12,20,62.2,67.5,-5.31,-10.5,-16.6,-1.06,-17.66
2018,Incarnate Word,7,21,70.6,77.3,-6.61,-5.04,-8.07,-9.64,-17.71
2018,Alcorn St.,11,21,70.1,74.6,-4.5,-8.6,-9.49,-8.58,-18.07
2018,Longwood,7,26,63.3,74.1,-10.82,-4.31,-12.73,-5.58,-18.31
2018,Alabama St.,8,23,68.7,78.6,-9.94,-8.62,-8.31,-10.24,-18.56
2018,Bryant,3,28,70.0,83.3,-13.32,-5.42,-5.0,-13.75,-18.75
2018,Florida A&M,9,25,68.9,78.9,-10.03,-8.33,-9.39,-9.82,-19.21
2018,South Carolina St.,10,22,73.6,83.1,-9.53,-8.78,-6.15,-14.03,-20.18
2018,Coppin St.,5,27,60.8,74.5,-13.72,-7.24,-15.93,-5.03,-20.96
2018,Northwestern St.,4,25,64.4,78.1,-13.66,-4.18,-13.77,-7.25,-21.02
2018,Mississippi Valley St.,4,28,64.8,78.1,-13.28,-8.13,-11.52,-9.89,-21.41
2018,Chicago St.,3,29,67.8,86.1,-18.28,1.17,-6.27,-15.27,-21.53
2018,Alabama A&M,3,28,60.4,76.4,-15.94,-8.04,-16.79,-7.18,-23.97
2018,Delaware St.,4,28,63.6,76.8,-13.25,-9.3,-14.56,-10.0,-24.57
2018,Maryland Eastern Shore,7,25,62.3,77.3,-15.03,-7.56,-16.75,-7.88,-24.63
2019,Gonzaga,33,4,87.6,64.9,22.78,5.01,18.57,9.22,27.79
2019,Duke,32,6,82.7,67.8,14.92,11.98,17.48,9.41,26.9
2019,Virginia,35,3,71.4,56.1,15.32,10.15,5.08,20.38,25.46
2019,Michigan St.,32,7,77.6,65.0,12.59,12.34,12.94,11.99,24.93
2019,North Carolina,29,7,85.8,73.2,12.58,11.35,19.81,4.12,23.94
2019,Texas Tech,31,7,72.8,59.5,13.26,9.53,5.95,16.84,22.79
2019,Michigan,30,7,69.6,58.3,11.27,10.55,4.23,17.6,21.82
2019,Tennessee,31,6,82.0,69.7,12.3,10.16,14.69,6.86,21.55
2019,Kentucky,30,7,75.8,64.7,11.14,10.29,8.31,13.12,21.43
2019,Purdue,26,10,76.7,67.3,9.42,11.99,12.29,9.11,21.4
2019,Auburn,30,10,79.7,68.8,10.95,10.92,13.12,7.72,20.84
2019,Virginia Tech,26,9,73.5,62.1,11.49,7.79,6.5,12.79,19.28
2019,Houston,33,4,75.3,61.0,14.3,4.61,6.31,12.6,18.91
2019,Kansas,26,10,75.7,70.1,5.56,12.79,10.88,7.47,18.35
2019,Iowa St.,23,12,76.9,68.1,8.77,9.3,10.5,7.57,18.07
2019,Florida St.,29,8,74.9,67.2,7.73,10.26,8.69,9.31,17.99
2019,Wisconsin,23,11,68.6,61.7,6.88,11.01,2.77,15.13,17.9
2019,Louisville,20,14,74.6,68.4,6.24,11.04,8.4,8.88,17.28
2019,LSU,28,7,80.4,73.1,7.34,9.16,13.87,2.63,16.5
2019,Texas,21,16,71.0,66.4,4.59,11.46,4.65,11.4,16.06
2019,Maryland,23,11,71.4,65.5,5.91,10.09,5.58,10.43,16.01
2019,Nevada,29,5,80.1,66.8,13.32,2.68,9.4,6.61,16.0
2019,Mississippi St.,23,11,77.3,70.4,6.88,9.07,10.03,5.93,15.96
2019,Buffalo,32,4,84.4,70.8,13.53,2.62,14.35,1.22,15.56
2019,Florida,20,16,67.8,63.6,4.19,11.22,0.81,14.61,15.42
2019,Kansas St.,25,9,65.8,59.6,6.21,9.18,-1.44,16.82,15.39
2019,Oklahoma,20,14,71.3,68.2,3.09,12.21,6.9,8.4,15.3
2019,North Carolina St.,24,12,80.1,71.3,8.72,6.22,12.54,2.4,14.94
2019,Nebraska,19,17,71.8,67.3,4.58,11.31,6.65,8.2,14.85
2019,Marquette,24,10,77.3,69.5,7.82,6.96,8.5,6.28,14.78
2019,Cincinnati,28,7,71.7,62.7,9.03,5.5,2.64,11.9,14.53
2019,Villanova,26,10,73.7,67.4,6.36,7.97,5.02,9.31,14.33
2019,Iowa,23,12,78.3,73.9,4.43,9.84,12.59,1.67,14.27
